,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,passed_days,previous,previous_outcome,offer_status
8987,51.0,4,2,3.0,0,119.0,0,0,2,5,6,112.0,2.0,-1,0.0,3,0
8988,47.0,2,2,3.0,0,0.0,0,0,2,5,6,124.0,1.0,-1,0.0,3,0
8989,38.0,0,2,2.0,0,0.0,0,0,2,5,6,56.0,1.0,-1,0.0,3,0
8990,60.0,1,0,2.0,0,0.0,0,1,2,5,6,124.0,1.0,-1,0.0,3,0
8991,38.0,4,0,1.0,0,1365.0,1,0,2,5,6,224.0,1.0,-1,0.0,3,0
8992,38.0,1,0,2.0,0,-3.0,0,1,2,5,6,172.0,1.0,-1,0.0,3,0
8993,38.0,4,0,2.0,0,1574.0,0,0,2,5,6,636.0,1.0,-1,0.0,3,0
8994,54.0,6,0,2.0,0,153.0,1,0,2,5,6,40.0,1.0,-1,0.0,3,0
8995,59.0,0,1,2.0,0,848.0,0,0,2,5,6,63.0,1.0,-1,0.0,3,0
8996,59.0,5,0,2.0,0,56.0,0,0,2,5,6,396.0,1.0,-1,0.0,3,0
8997,37.0,9,2,2.0,1,325.0,1,1,2,5,6,487.0,1.0,-1,0.0,3,0
8998,40.0,4,1,3.0,0,-222.0,1,0,2,5,6,221.0,1.0,-1,0.0,3,0
8999,41.0,9,0,2.0,0,261.0,0,1,2,5,6,222.0,1.0,-1,0.0,3,0
9000,51.0,0,0,2.0,0,0.0,0,0,2,5,6,78.0,1.0,-1,0.0,3,0
9001,46.0,9,0,2.0,0,488.0,0,0,2,5,6,92.0,1.0,-1,0.0,3,0
9002,59.0,11,0,2.0,0,3940.0,0,0,2,5,6,48.0,2.0,-1,0.0,3,0
9003,49.0,2,0,3.0,0,9824.0,0,0,2,5,6,69.0,1.0,-1,0.0,3,0
9004,48.0,1,0,1.0,0,257.0,1,0,2,5,6,333.0,2.0,-1,0.0,3,0
9005,35.0,4,0,3.0,0,-640.0,1,1,2,5,6,78.0,6.0,-1,0.0,3,0
9006,36.0,4,0,2.0,0,0.0,0,0,2,5,6,131.0,1.0,-1,0.0,3,0
9007,50.0,9,0,1.0,0,883.0,1,0,2,5,6,170.0,1.0,-1,0.0,3,0
9008,52.0,11,0,1.0,0,8251.0,0,0,2,5,6,397.0,1.0,-1,0.0,3,0
9009,44.0,1,0,2.0,0,1910.0,1,0,2,5,6,41.0,1.0,-1,0.0,3,0
9010,51.0,11,2,2.0,0,1649.0,0,0,2,5,6,93.0,1.0,-1,0.0,3,0
9011,36.0,1,0,2.0,0,1772.0,0,0,2,5,6,208.0,1.0,-1,0.0,3,1
9012,58.0,1,0,2.0,0,590.0,0,1,2,5,6,133.0,1.0,-1,0.0,3,0
9013,39.0,7,1,2.0,0,0.0,0,0,2,5,6,133.0,1.0,-1,0.0,3,0
9014,42.0,0,0,2.0,0,4209.0,1,0,2,5,6,57.0,6.0,-1,0.0,3,0
9015,57.0,4,0,3.0,0,561.0,0,0,2,5,6,21.0,1.0,-1,0.0,3,0
9016,46.0,9,1,3.0,0,2800.0,0,0,2,5,6,47.0,1.0,-1,0.0,3,0
9017,53.0,4,0,3.0,0,1619.0,0,0,2,5,6,89.0,1.0,-1,0.0,3,0
9018,51.0,0,0,1.0,0,2281.0,1,1,2,5,6,163.0,1.0,-1,0.0,3,0
9019,43.0,3,0,1.0,0,522.0,0,0,2,5,6,86.0,1.0,-1,0.0,3,0
9020,30.0,2,0,2.0,0,2551.0,1,0,2,5,6,142.0,2.0,-1,0.0,3,0
9021,25.0,1,1,2.0,0,150.0,1,0,2,5,6,492.0,2.0,-1,0.0,3,0
9022,40.0,1,0,2.0,0,440.0,1,0,2,5,6,327.0,2.0,-1,0.0,3,0
9023,37.0,1,0,1.0,0,213.0,0,1,2,5,6,323.0,1.0,-1,0.0,3,0
9024,53.0,4,0,3.0,1,0.0,0,1,2,5,6,189.0,1.0,-1,0.0,3,0
9025,59.0,5,0,2.0,0,0.0,0,0,2,5,6,812.0,1.0,-1,0.0,3,1
9026,55.0,5,2,2.0,0,282.0,1,0,2,5,6,99.0,2.0,-1,0.0,3,0
9027,37.0,1,0,2.0,0,-97.0,1,0,2,5,6,135.0,2.0,-1,0.0,3,0
9028,48.0,7,2,2.0,0,0.0,0,0,2,5,6,428.0,1.0,-1,0.0,3,0
9029,44.0,9,0,2.0,0,296.0,1,1,2,5,6,169.0,1.0,-1,0.0,3,0
9030,37.0,1,0,2.0,0,151.0,1,0,2,5,6,202.0,1.0,-1,0.0,3,0
9031,42.0,1,2,2.0,0,1037.0,0,0,2,5,6,271.0,1.0,-1,0.0,3,0
9032,37.0,7,0,2.0,0,2132.0,0,0,2,5,6,232.0,1.0,-1,0.0,3,0
9033,37.0,6,1,2.0,0,125.0,0,0,2,5,6,56.0,1.0,-1,0.0,3,0
9034,52.0,3,0,1.0,0,1340.0,0,0,2,5,6,175.0,1.0,-1,0.0,3,0
9035,57.0,9,0,1.0,0,67.0,0,0,2,5,6,67.0,1.0,-1,0.0,3,0
9036,23.0,7,0,2.0,0,2673.0,1,0,2,5,6,81.0,2.0,-1,0.0,3,0
9037,44.0,7,0,2.0,0,382.0,0,0,2,5,6,1167.0,1.0,-1,0.0,3,0
9038,40.0,1,0,2.0,0,6536.0,0,0,2,5,6,647.0,1.0,-1,0.0,3,0
9039,44.0,9,0,2.0,0,533.0,0,0,2,5,6,74.0,1.0,-1,0.0,3,0
9040,59.0,5,2,1.0,0,-88.0,1,0,2,5,6,910.0,2.0,-1,0.0,3,1
9041,45.0,4,0,2.0,0,0.0,0,0,2,5,6,65.0,2.0,-1,0.0,3,0
9042,38.0,0,1,2.0,0,13.0,0,0,2,5,6,21.0,1.0,-1,0.0,3,0
9043,48.0,5,1,2.0,0,3458.0,0,0,2,5,6,292.0,1.0,-1,0.0,3,0
9044,47.0,2,0,2.0,0,0.0,0,0,2,5,6,1446.0,1.0,-1,0.0,3,1
9045,60.0,5,0,2.0,0,8590.0,0,0,2,5,6,85.0,1.0,-1,0.0,3,0
9046,47.0,10,0,1.0,0,2946.0,0,0,2,5,6,60.0,1.0,-1,0.0,3,0
9047,52.0,3,0,2.0,0,14363.0,0,0,2,5,6,132.0,1.0,-1,0.0,3,0
9048,60.0,3,0,3.0,0,443.0,0,0,2,5,6,60.0,1.0,-1,0.0,3,0
9049,58.0,2,0,3.0,0,853.0,0,0,2,5,6,1149.0,2.0,-1,0.0,3,1
9050,56.0,4,2,3.0,0,41.0,0,0,2,5,6,179.0,1.0,-1,0.0,3,0
9051,32.0,1,1,2.0,0,313.0,1,1,2,5,6,67.0,2.0,-1,0.0,3,0
9052,26.0,7,0,2.0,0,682.0,1,1,2,5,6,166.0,2.0,-1,0.0,3,0
9053,58.0,5,2,2.0,0,219.0,0,0,2,5,6,133.0,1.0,-1,0.0,3,0
9054,51.0,7,0,2.0,0,540.0,1,0,2,5,6,124.0,2.0,-1,0.0,3,0
9055,57.0,4,0,2.0,0,4046.0,0,1,2,5,6,331.0,1.0,-1,0.0,3,0
9056,36.0,1,0,2.0,0,0.0,0,0,2,5,6,174.0,1.0,-1,0.0,3,0
9057,41.0,0,1,2.0,0,2790.0,1,0,2,5,6,190.0,1.0,-1,0.0,3,0
9058,51.0,11,1,2.0,0,0.0,0,0,2,5,6,409.0,1.0,-1,0.0,3,0
9059,55.0,5,2,3.0,0,1218.0,0,1,2,5,6,145.0,1.0,-1,0.0,3,0
9060,42.0,7,0,2.0,0,1007.0,0,0,2,5,6,139.0,1.0,-1,0.0,3,0
9061,45.0,1,0,2.0,0,419.0,0,0,2,5,6,420.0,1.0,-1,0.0,3,0
9062,37.0,6,0,3.0,0,144.0,1,0,2,5,6,247.0,2.0,-1,0.0,3,0
9063,57.0,1,0,1.0,0,60.0,0,0,2,5,6,90.0,1.0,-1,0.0,3,0
9064,47.0,1,0,1.0,0,421.0,1,1,2,5,6,52.0,1.0,-1,0.0,3,0
9065,39.0,9,1,2.0,0,681.0,1,0,2,5,6,170.0,1.0,-1,0.0,3,0
9066,37.0,7,1,2.0,0,244.0,0,0,2,5,6,70.0,1.0,-1,0.0,3,0
9067,39.0,1,0,1.0,0,3503.0,0,0,2,5,6,89.0,1.0,-1,0.0,3,0
9068,50.0,4,0,3.0,0,15442.0,0,0,2,5,6,91.0,1.0,-1,0.0,3,0
9069,37.0,4,1,3.0,0,240.0,0,0,2,5,6,1123.0,1.0,-1,0.0,3,1
9070,37.0,1,1,1.0,0,0.0,0,0,2,5,6,39.0,1.0,-1,0.0,3,0
9071,37.0,2,0,2.0,0,983.0,0,1,2,5,6,225.0,1.0,-1,0.0,3,0
9072,46.0,4,2,3.0,0,743.0,0,0,2,5,6,36.0,2.0,-1,0.0,3,0
9073,47.0,9,0,2.0,0,89.0,0,0,2,5,6,287.0,1.0,-1,0.0,3,0
9074,59.0,1,0,1.0,0,3587.0,0,1,2,5,6,118.0,2.0,-1,0.0,3,0
9075,42.0,1,0,1.0,0,1401.0,1,0,2,5,6,627.0,1.0,-1,0.0,3,0
9076,60.0,5,0,3.0,0,9397.0,0,0,2,5,6,428.0,1.0,-1,0.0,3,0
9077,39.0,7,0,2.0,0,-119.0,0,1,2,5,6,104.0,2.0,-1,0.0,3,0
9078,37.0,10,1,1.0,0,1648.0,1,0,2,5,6,166.0,2.0,-1,0.0,3,0
9079,60.0,4,0,3.0,0,13360.0,0,1,2,5,6,264.0,1.0,-1,0.0,3,0
9080,37.0,0,0,2.0,0,641.0,1,0,2,5,6,42.0,1.0,-1,0.0,3,0
9081,45.0,3,0,3.0,0,2424.0,0,0,2,5,6,452.0,1.0,-1,0.0,3,0
9082,37.0,2,2,2.0,0,14.0,0,0,2,5,6,22.0,1.0,-1,0.0,3,0
9083,55.0,5,0,1.0,0,0.0,0,0,2,5,6,272.0,1.0,-1,0.0,3,0
9084,56.0,4,2,3.0,0,982.0,0,0,2,5,6,152.0,1.0,-1,0.0,3,0
9085,31.0,1,0,2.0,0,1779.0,1,0,2,5,6,85.0,2.0,-1,0.0,3,0
9086,55.0,3,1,1.0,0,0.0,0,0,2,5,6,247.0,1.0,-1,0.0,3,0
9087,46.0,0,1,2.0,0,849.0,1,0,2,5,6,508.0,2.0,-1,0.0,3,1
9088,56.0,1,0,1.0,0,206.0,0,0,2,5,6,315.0,1.0,-1,0.0,3,0
9089,28.0,0,1,2.0,0,25.0,1,0,2,5,6,109.0,2.0,-1,0.0,3,0
9090,35.0,1,1,1.0,0,227.0,0,1,2,5,6,414.0,1.0,-1,0.0,3,0
9091,44.0,7,0,2.0,0,67.0,1,0,2,5,6,202.0,1.0,-1,0.0,3,0
9092,50.0,5,0,1.0,0,420.0,0,0,2,5,6,107.0,1.0,-1,0.0,3,0
9093,42.0,11,1,2.0,0,1316.0,0,0,2,5,6,285.0,1.0,-1,0.0,3,0
9094,51.0,9,2,2.0,0,1.0,1,0,2,5,6,290.0,1.0,-1,0.0,3,0
9095,42.0,10,0,2.0,0,202.0,0,0,2,5,6,257.0,1.0,-1,0.0,3,0
9096,42.0,9,0,2.0,0,769.0,0,0,2,5,6,90.0,1.0,-1,0.0,3,0
9097,59.0,3,0,1.0,0,495.0,0,0,2,5,6,150.0,2.0,-1,0.0,3,0
9098,48.0,4,0,3.0,0,2960.0,0,0,2,5,6,86.0,1.0,-1,0.0,3,0
9099,57.0,3,2,1.0,0,3063.0,0,0,2,5,6,21.0,1.0,-1,0.0,3,0
9100,56.0,5,0,1.0,0,842.0,0,1,2,5,6,108.0,1.0,-1,0.0,3,0
9101,48.0,1,1,1.0,0,316.0,0,0,2,5,6,560.0,2.0,-1,0.0,3,0
9102,59.0,1,0,2.0,0,139.0,0,0,2,5,6,153.0,1.0,-1,0.0,3,0
9103,36.0,1,0,2.0,0,346.0,1,0,2,5,6,202.0,1.0,-1,0.0,3,0
9104,43.0,1,1,2.0,0,318.0,1,0,2,5,6,736.0,2.0,-1,0.0,3,1
9105,44.0,10,0,3.0,0,1151.0,1,0,2,5,6,127.0,2.0,-1,0.0,3,0
9106,47.0,4,0,3.0,0,0.0,0,0,2,5,6,265.0,2.0,-1,0.0,3,0
9107,27.0,4,1,3.0,0,703.0,1,0,2,5,6,590.0,3.0,-1,0.0,3,1
9108,60.0,1,0,2.0,0,40.0,0,0,2,5,6,126.0,2.0,-1,0.0,3,0
9109,59.0,11,0,1.0,0,1470.0,0,0,2,5,6,74.0,1.0,-1,0.0,3,0
9110,42.0,3,0,1.0,0,0.0,0,1,2,5,6,48.0,2.0,-1,0.0,3,0
9111,35.0,2,1,3.0,0,1800.0,1,0,2,5,6,53.0,1.0,-1,0.0,3,0
9112,45.0,7,0,2.0,0,0.0,0,1,2,5,6,370.0,2.0,-1,0.0,3,0
9113,60.0,5,0,2.0,0,4820.0,0,0,2,5,6,419.0,1.0,-1,0.0,3,0
9114,38.0,4,2,3.0,0,4207.0,0,0,2,5,6,355.0,1.0,-1,0.0,3,0
9115,53.0,10,2,2.0,0,1242.0,0,0,2,5,6,280.0,1.0,-1,0.0,3,0
9116,37.0,9,1,2.0,0,0.0,0,0,2,5,6,80.0,2.0,-1,0.0,3,0
9117,54.0,2,0,3.0,0,11464.0,0,0,2,5,6,222.0,1.0,-1,0.0,3,0
9118,39.0,7,0,2.0,0,0.0,0,0,2,5,6,251.0,1.0,-1,0.0,3,0
9119,45.0,7,0,2.0,0,6397.0,1,0,2,5,6,117.0,2.0,-1,0.0,3,0
9120,42.0,0,1,2.0,0,2758.0,1,0,2,5,6,237.0,3.0,-1,0.0,3,0
9121,50.0,4,0,2.0,0,3304.0,0,0,2,5,6,1009.0,2.0,-1,0.0,3,0
9122,47.0,1,0,1.0,1,0.0,0,0,2,5,6,148.0,2.0,-1,0.0,3,0
9123,38.0,7,2,2.0,0,61.0,0,0,2,5,6,636.0,1.0,-1,0.0,3,1
9124,42.0,1,0,2.0,0,865.0,0,1,2,5,6,81.0,1.0,-1,0.0,3,0
9125,46.0,1,0,2.0,0,0.0,1,0,2,5,6,83.0,2.0,-1,0.0,3,0
9126,39.0,1,0,2.0,0,3231.0,1,1,2,5,6,164.0,2.0,-1,0.0,3,0
9127,56.0,4,0,1.0,0,7747.0,0,0,2,5,6,103.0,2.0,-1,0.0,3,0
9128,49.0,1,0,2.0,0,787.0,1,0,2,5,6,280.0,1.0,-1,0.0,3,0
9129,39.0,0,1,2.0,0,0.0,1,0,2,5,6,22.0,1.0,-1,0.0,3,0
9130,61.0,3,0,2.0,0,0.0,0,0,2,5,6,118.0,1.0,-1,0.0,3,0
9131,45.0,1,0,1.0,0,1227.0,0,0,2,5,6,127.0,3.0,-1,0.0,3,0
9132,32.0,1,1,2.0,0,226.0,1,0,2,5,6,426.0,5.0,-1,0.0,3,0
9133,53.0,7,2,1.0,0,3107.0,0,0,2,5,6,152.0,1.0,-1,0.0,3,0
9134,53.0,3,0,1.0,0,104.0,0,1,2,5,6,701.0,1.0,-1,0.0,3,1
9135,36.0,10,1,1.0,0,1201.0,1,0,2,5,6,57.0,1.0,-1,0.0,3,0
9136,37.0,4,2,3.0,0,168.0,1,0,2,5,6,227.0,1.0,-1,0.0,3,0
9137,54.0,3,2,2.0,0,1327.0,0,0,2,5,6,115.0,2.0,-1,0.0,3,0
9138,58.0,0,0,2.0,0,4318.0,0,0,2,5,6,307.0,2.0,-1,0.0,3,0
9139,46.0,1,0,1.0,0,5164.0,1,0,2,5,6,267.0,11.0,-1,0.0,3,0
9140,49.0,4,0,3.0,0,414.0,1,0,2,5,6,155.0,3.0,-1,0.0,3,0
9141,41.0,0,0,2.0,0,4320.0,1,0,2,5,6,245.0,2.0,-1,0.0,3,0
9142,48.0,0,0,2.0,0,476.0,0,0,2,5,6,489.0,3.0,-1,0.0,3,0
9143,47.0,1,0,2.0,0,1996.0,0,0,2,5,6,761.0,2.0,-1,0.0,3,1
9144,56.0,3,2,1.0,1,1238.0,0,0,2,5,6,1558.0,1.0,-1,0.0,3,1
9145,41.0,3,0,2.0,0,879.0,0,0,2,5,6,1053.0,2.0,-1,0.0,3,1
9146,37.0,1,0,2.0,0,196.0,1,0,2,5,6,66.0,3.0,-1,0.0,3,0
9147,29.0,1,0,2.0,0,185.0,1,1,2,5,6,471.0,3.0,-1,0.0,3,0
9148,29.0,6,0,2.0,0,425.0,1,0,2,5,6,562.0,15.0,-1,0.0,3,1
9149,48.0,4,0,1.0,0,0.0,1,0,2,5,6,107.0,1.0,-1,0.0,3,0
9150,30.0,2,1,3.0,0,734.0,1,0,2,5,6,113.0,3.0,-1,0.0,3,0
9151,37.0,9,1,2.0,0,255.0,0,0,2,5,6,447.0,2.0,-1,0.0,3,0
9152,38.0,0,0,2.0,0,4458.0,1,0,2,5,6,215.0,1.0,-1,0.0,3,0
9153,60.0,1,0,2.0,0,71.0,0,0,2,5,6,185.0,1.0,-1,0.0,3,0
9154,37.0,2,0,2.0,0,351.0,1,0,2,5,6,169.0,3.0,-1,0.0,3,0
9155,39.0,7,0,2.0,0,0.0,1,0,2,5,6,620.0,2.0,-1,0.0,3,0
9156,55.0,4,1,3.0,0,7025.0,0,0,2,5,6,139.0,3.0,-1,0.0,3,0
9157,40.0,1,0,1.0,0,743.0,0,0,2,5,6,18.0,2.0,-1,0.0,3,0
9158,51.0,10,0,1.0,0,0.0,0,0,2,5,6,23.0,2.0,-1,0.0,3,0
9159,33.0,3,2,2.0,0,-18.0,1,0,2,5,6,27.0,8.0,-1,0.0,3,0
9160,55.0,1,0,2.0,0,660.0,0,0,2,5,6,348.0,1.0,-1,0.0,3,0
9161,26.0,9,0,2.0,0,-293.0,1,1,2,5,6,64.0,2.0,-1,0.0,3,0
9162,38.0,6,0,2.0,0,10855.0,0,0,2,5,6,57.0,2.0,-1,0.0,3,0
9163,38.0,1,0,2.0,0,0.0,0,0,2,5,6,71.0,1.0,-1,0.0,3,0
9164,36.0,1,0,1.0,0,130.0,1,0,2,5,6,96.0,2.0,-1,0.0,3,0
9165,43.0,7,1,2.0,0,848.0,0,0,2,5,6,168.0,2.0,-1,0.0,3,0
9166,36.0,11,1,2.0,0,1070.0,0,0,2,5,6,346.0,3.0,-1,0.0,3,0
9167,48.0,9,0,2.0,0,460.0,0,0,2,5,6,99.0,3.0,-1,0.0,3,0
9168,38.0,7,1,3.0,0,1222.0,1,0,2,5,6,237.0,2.0,-1,0.0,3,0
9169,44.0,7,2,2.0,0,-389.0,1,1,2,5,6,52.0,1.0,-1,0.0,3,0
9170,37.0,1,1,1.0,0,0.0,1,0,2,5,6,309.0,2.0,-1,0.0,3,0
9171,58.0,1,0,2.0,0,0.0,0,0,2,5,6,267.0,2.0,-1,0.0,3,0
9172,38.0,7,0,2.0,0,2600.0,0,0,2,5,6,27.0,2.0,-1,0.0,3,0
9173,37.0,1,0,2.0,0,1795.0,1,0,2,5,6,511.0,1.0,-1,0.0,3,0
9174,45.0,1,1,2.0,0,143.0,0,0,2,5,6,201.0,1.0,-1,0.0,3,0
9175,46.0,9,0,2.0,0,792.0,0,0,2,5,6,170.0,2.0,-1,0.0,3,0
9176,29.0,7,0,1.0,0,549.0,1,0,2,5,6,61.0,2.0,-1,0.0,3,0
9177,39.0,0,0,2.0,0,15.0,0,0,2,5,6,256.0,2.0,-1,0.0,3,0
9178,41.0,0,0,2.0,0,21515.0,1,0,2,5,6,87.0,1.0,-1,0.0,3,0
9179,44.0,4,0,3.0,0,588.0,1,0,2,5,6,245.0,2.0,-1,0.0,3,0
9180,48.0,7,1,2.0,0,220.0,0,0,2,5,6,1005.0,2.0,-1,0.0,3,0
9181,39.0,11,1,2.0,0,914.0,0,0,2,5,6,20.0,1.0,-1,0.0,3,0
9182,48.0,0,0,2.0,0,1099.0,0,1,2,5,6,340.0,1.0,-1,0.0,3,0
9183,36.0,0,1,2.0,0,1815.0,0,0,2,5,6,387.0,1.0,-1,0.0,3,0
9184,44.0,9,0,2.0,0,1210.0,0,0,2,5,6,690.0,2.0,-1,0.0,3,0
9185,37.0,0,0,2.0,0,637.0,0,0,2,5,6,1084.0,1.0,-1,0.0,3,0
9186,56.0,5,0,1.0,0,855.0,0,0,2,5,6,140.0,2.0,-1,0.0,3,0
9187,39.0,7,1,2.0,0,117.0,1,0,2,5,6,190.0,2.0,-1,0.0,3,0
9188,50.0,9,2,3.0,0,1044.0,0,0,2,5,6,400.0,2.0,-1,0.0,3,0
9189,41.0,1,0,2.0,0,1459.0,0,0,2,5,6,82.0,1.0,-1,0.0,3,0
9190,48.0,2,2,3.0,0,275.0,0,1,2,5,6,34.0,1.0,-1,0.0,3,0
9191,59.0,3,0,1.0,0,500.0,0,0,2,5,6,94.0,1.0,-1,0.0,3,0
9192,50.0,2,1,1.0,0,1659.0,0,0,2,5,6,221.0,2.0,-1,0.0,3,0
9193,36.0,6,0,2.0,0,4579.0,1,0,2,5,6,563.0,1.0,-1,0.0,3,0
9194,40.0,7,1,2.0,0,1038.0,0,0,2,5,6,741.0,1.0,-1,0.0,3,0
9195,55.0,0,1,2.0,0,533.0,0,0,2,5,6,40.0,2.0,-1,0.0,3,0
9196,52.0,4,0,1.0,0,0.0,0,0,2,5,6,85.0,3.0,-1,0.0,3,0
9197,40.0,4,1,2.0,0,269.0,0,0,2,5,6,128.0,1.0,-1,0.0,3,0
9198,50.0,3,0,2.0,0,34.0,1,0,2,5,6,163.0,1.0,-1,0.0,3,0
9199,59.0,4,0,1.0,0,3694.0,1,0,2,5,6,21.0,10.0,-1,0.0,3,0
9200,52.0,4,0,3.0,0,1111.0,0,0,2,5,6,17.0,1.0,-1,0.0,3,0
9201,40.0,10,0,2.0,0,1779.0,1,0,2,5,6,59.0,7.0,-1,0.0,3,0
9202,55.0,5,0,3.0,0,2996.0,0,0,2,5,6,49.0,1.0,-1,0.0,3,0
9203,53.0,5,0,2.0,0,1554.0,0,0,2,5,6,138.0,1.0,-1,0.0,3,0
9204,40.0,6,0,3.0,0,1750.0,0,0,2,5,6,197.0,1.0,-1,0.0,3,0
9205,35.0,6,0,2.0,0,188.0,1,1,2,5,6,1865.0,2.0,-1,0.0,3,1
9206,24.0,0,0,2.0,0,541.0,1,0,2,5,6,622.0,4.0,-1,0.0,3,0
9207,53.0,4,0,3.0,0,652.0,0,0,2,5,6,91.0,1.0,-1,0.0,3,0
9208,52.0,7,0,2.0,0,91.0,1,0,2,5,6,175.0,4.0,-1,0.0,3,0
9209,38.0,0,1,2.0,0,3239.0,0,0,2,5,6,817.0,2.0,-1,0.0,3,1
9210,44.0,9,0,2.0,0,358.0,0,0,2,5,6,179.0,1.0,-1,0.0,3,0
9211,39.0,1,2,1.0,1,-294.0,1,0,2,5,6,181.0,2.0,-1,0.0,3,0
9212,45.0,5,2,2.0,0,229.0,0,0,2,5,6,181.0,2.0,-1,0.0,3,0
9213,32.0,1,0,2.0,0,95.0,1,0,2,5,6,77.0,2.0,-1,0.0,3,0
9214,48.0,4,0,3.0,0,1733.0,0,0,2,5,6,318.0,3.0,-1,0.0,3,0
9215,37.0,11,0,1.0,0,808.0,0,0,2,5,6,228.0,2.0,-1,0.0,3,0
9216,59.0,4,0,1.0,0,2269.0,0,1,2,5,6,158.0,1.0,-1,0.0,3,0
9217,35.0,0,0,2.0,0,214.0,1,1,2,5,6,247.0,1.0,-1,0.0,3,0
9218,37.0,1,0,2.0,0,0.0,0,1,2,5,6,1302.0,13.0,-1,0.0,3,0
9219,41.0,9,0,3.0,0,13.0,0,0,2,5,6,189.0,2.0,-1,0.0,3,0
9220,45.0,7,0,2.0,0,1550.0,1,0,2,5,6,127.0,6.0,-1,0.0,3,0
9221,43.0,4,2,2.0,0,130.0,1,0,2,5,6,63.0,3.0,-1,0.0,3,0
9222,42.0,4,0,3.0,0,477.0,1,0,2,5,6,517.0,3.0,-1,0.0,3,0
9223,59.0,1,0,1.0,0,8562.0,0,0,2,5,6,86.0,2.0,-1,0.0,3,0
9224,58.0,5,0,2.0,0,150.0,1,0,2,5,6,420.0,4.0,-1,0.0,3,0
9225,41.0,6,0,2.0,0,20.0,0,0,2,5,6,333.0,1.0,-1,0.0,3,0
9226,38.0,9,1,3.0,0,-572.0,1,1,2,5,6,26.0,24.0,-1,0.0,3,0
9227,38.0,0,0,2.0,0,884.0,1,0,2,5,6,57.0,2.0,-1,0.0,3,0
9228,57.0,6,1,2.0,0,3277.0,0,0,2,5,6,127.0,4.0,-1,0.0,3,0
9229,40.0,7,0,2.0,0,429.0,0,0,2,5,6,272.0,2.0,-1,0.0,3,0
9230,44.0,10,0,1.0,0,97.0,1,0,2,5,6,105.0,3.0,-1,0.0,3,0
9231,33.0,4,0,3.0,0,113.0,1,0,2,5,6,101.0,11.0,-1,0.0,3,0
9232,36.0,1,2,2.0,0,-11.0,0,0,2,5,6,152.0,2.0,-1,0.0,3,0
9233,39.0,1,1,2.0,0,3583.0,0,0,2,5,6,97.0,2.0,-1,0.0,3,0
9234,55.0,10,0,3.0,0,457.0,1,0,2,5,6,61.0,3.0,-1,0.0,3,0
9235,53.0,11,0,2.0,0,1347.0,0,0,2,5,6,92.0,2.0,-1,0.0,3,0
9236,45.0,1,0,2.0,0,146.0,1,1,2,5,6,22.0,15.0,-1,0.0,3,0
9237,50.0,9,0,2.0,0,416.0,1,0,2,5,6,494.0,5.0,-1,0.0,3,1
9238,39.0,1,1,1.0,0,323.0,1,0,2,5,6,138.0,3.0,-1,0.0,3,0
9239,39.0,1,0,1.0,0,12848.0,1,0,2,5,6,337.0,2.0,-1,0.0,3,0
9240,49.0,9,0,2.0,0,550.0,1,0,2,5,6,412.0,2.0,-1,0.0,3,0
9241,30.0,9,0,2.0,1,-1019.0,1,0,2,5,6,955.0,4.0,-1,0.0,3,0
9242,45.0,1,2,1.0,0,844.0,0,0,2,5,6,1018.0,3.0,-1,0.0,3,1
9243,38.0,1,1,2.0,0,68.0,0,0,2,5,6,90.0,2.0,-1,0.0,3,0
9244,42.0,1,0,2.0,0,698.0,0,0,2,5,6,729.0,2.0,-1,0.0,3,0
9245,36.0,0,1,2.0,0,-17.0,1,0,2,5,6,159.0,2.0,-1,0.0,3,0
9246,30.0,7,0,2.0,0,311.0,1,1,2,5,6,94.0,4.0,-1,0.0,3,0
9247,53.0,2,0,1.0,0,943.0,1,1,2,5,6,314.0,2.0,-1,0.0,3,0
9248,36.0,4,0,3.0,0,1357.0,1,0,2,5,6,74.0,5.0,-1,0.0,3,0
9249,56.0,4,0,1.0,0,0.0,0,0,2,5,6,153.0,2.0,-1,0.0,3,0
9250,44.0,10,0,1.0,0,280.0,1,0,2,5,6,193.0,2.0,-1,0.0,3,0
9251,58.0,0,0,2.0,0,1464.0,1,1,2,5,6,53.0,29.0,-1,0.0,3,0
9252,39.0,9,1,2.0,0,1820.0,0,0,2,5,6,231.0,2.0,-1,0.0,3,0
9253,55.0,4,0,2.0,0,0.0,0,0,2,5,6,353.0,2.0,-1,0.0,3,0
9254,39.0,1,1,1.0,0,1537.0,0,1,2,5,6,805.0,2.0,-1,0.0,3,0
9255,49.0,0,0,2.0,0,1677.0,0,0,2,5,6,19.0,3.0,-1,0.0,3,0
9256,51.0,9,0,1.0,0,223.0,1,0,2,5,6,131.0,3.0,-1,0.0,3,0
9257,39.0,0,0,2.0,0,1595.0,1,0,2,5,6,102.0,2.0,-1,0.0,3,0
9258,53.0,9,2,2.0,0,12.0,0,0,2,5,6,150.0,2.0,-1,0.0,3,0
9259,41.0,4,0,3.0,0,140.0,1,0,2,5,6,65.0,3.0,-1,0.0,3,0
9260,35.0,0,1,2.0,0,2452.0,1,0,2,5,6,91.0,2.0,-1,0.0,3,0
9261,37.0,6,1,3.0,0,281.0,1,0,2,5,6,869.0,2.0,-1,0.0,3,0
9262,35.0,2,0,2.0,0,2074.0,1,0,2,5,6,144.0,7.0,-1,0.0,3,0
